REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
207033;0;23.95;3;;8436589051713;MARTIDERM SPF 50+ ACTIVE (D) FLUID  1 ENVASE 50 ML;12.58;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
207035;0;40.95;3;;8436589052635;PACK SPF50+ ACTIVE CORPORAL + FACIAL;21.41;Productos Varios;;;MARTIDERM, S.L.;0.00;
207036;0;23.95;3;;8436589051720;MARTIDERM SPF 50 MINERAL (D) FLUID  1 ENVASE 50 ML;12.58;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
207037;0;23.75;3;;8436589051737;MARTIDERM SPF 30 BRONZE (D) FLUID  1 ENVASE 50 ML;11.39;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
207116;1;44.95;3;;8429420222984;ISDINCEUTICS HYALURONIC MOISTURE SENSITIVE SKIN 1 TARRO 50 G;23.65;Parafarmacia;;;ISDIN, S.A.;0.00;     
207119;3;44.95;3;;8429420222779;ISDINCEUTICS HYALURONIC MOISTURE NORMAL TO DRY SKIN 1 TARRO;23.65;Parafarmacia;;;ISDIN, S.A.;0.00;     
207144;0;24.95;2;;8434048359349;FAJA ABIERTA ALGODON PRIMSPINE MOVE REF. PRS601 M 1 UNIDAD T;12.67;Productos Varios;;;PRIM S.A.;0.00;     
207145;0;24.95;2;;8434048359356;FAJA ABIERTA ALGODON PRIMSPINE MOVE REF. PRS601 L 1 UNIDAD T;12.67;Productos Varios;;;PRIM S.A.;0.00;     
207185;1;16.50;3;;5900741962924;ORCEX POMADA PARA PARPADOS  1 TUBO 15 G;9.61;Productos Varios;;;TIEDRA FARMACEUTICA;0.00;     
207338;0;13.95;3;;8429420227606;ISDIN TEEN SKIN ACNIBEN LIMPIADOR MATIFICANTE GEL 200ML;7.18;Parafarmacia;;;ISDIN, S.A.;0.00;     
207339;0;20.95;3;;8429420227590;ISDIN TEEN SKIN ACNIBEN LIMPIADOR MATIFICANTE GEL 1 ENVASE 4;11.18;Parafarmacia;;;ISDIN, S.A.;0.00;     
207573;3;14.95;2;;3664492021973;URGO SPRAY FUNGICIDA  1 ENVASE 125 ML;8.97;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;     
207579;0;31.95;3;;8429420227231;ISDIN SI-NAILS MICOXPERT 4,5ML	;16.98;Parafarmacia;;;;0.00;
207635;10;22.43;3;;8429420239029;ISDIN FOTOPROTECTOR TRANSPARENT SPRAY WET SKIN SPF 50 1 ENVA;11.46;Parafarmacia;;;ISDIN, S.A.;0.00;     
207685;1;14.95;1;;8428076003336;DUREX INVISIBLE XL PRESERVATIVOS 10 UNIDADES;9.16;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;     
207764;3;18.95;2;;8470002077645;DORMINATUR TRIPLE ACCION 30 COMPRIMIDOS LIBERACION PROLONGAD;7.67;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;     
207847;0;15.95;2;;8470002078475;ERGIAL 20 SOBRES BEBIBLES 15 ML;9.57;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;     
208158;0;0.00;3;;8434048390373;INVERNESS PENDIENTE 24K 2 UNIDADES 1040C CRISTAL INVISIBLE 3;0.00;Productos Varios;;;PRIM S.A.;0.00;     
208209;0;15.50;3;;8470002082090;SEPTOGIN MD 1 SPRAY 50 ML;8.14;Parafarmacia;;;LABORATORIOS VIÑAS, S.A.;0.00;     
208227;0;74.95;3;;8429420236912;ISDINCEUTICS RETINAL INTENSE 1 ENVASE 50 ML;39.79;Parafarmacia;;;ISDIN, S.A.;0.00;     
208228;2;69.95;3;;8429420274730;ISDINCEUTICS MELACLEAR ADVANCED 1 ENVASE 30 ML;37.19;Dermofarmacia;;;;0.00;     
208286;1;26.95;3;;8436589051157;MARTIDERM ARBUTIN DARK SPOTS 1 ENVASE 20 ML;11.79;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
208287;1;30.95;3;;8436589051089;MARTIDERM HYALURONIC FIRM 1 ENVASE 20 ML;16.31;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
208288;1;29.90;3;;8436589051140;MARTIDERM SALICYLIC IMPERFECTIONS  1 ENVASE 20 ML;16.30;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
208289;0;29.95;3;;8436589051072;MARTIDERM RETINOL RENEW  1 ENVASE 20 ML;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
208290;0;34.95;3;;8436589051065;MARTIDERM VITAMIN C ANTIOX  1 ENVASE 20 ML;18.68;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
208473;4;15.50;3;;4005800329487;EUCERIN PH5 GEL-CREMA ULTRALIGERA 1 ENVASE 350 ML;7.13;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
208480;2;15.55;3;;8429420236769;ISDIN TEEN SKIN ACNIBEN MASCARILLA FACIAL PURIFICANTE  1 ENV;8.32;Parafarmacia;;;ISDIN, S.A.;0.00;     
208481;0;26.95;3;;8429420236219;ISDIN TEEN SKIN ACNIBEN NIGHT CONCENTRATE ANTI-IMPERFECCIONE;14.13;Parafarmacia;;;ISDIN, S.A.;0.00;     
209007;12;7.90;3;;8412122090074;PINZAS MAGNETICA MAGNETICAS;3.25;Productos Varios;;;;0.00;
209118;35;9.95;2;;8436540335692;PHARYSOL TOS COMPRIMIDOS  24 COMPRIMIDOS;4.09;Productos Varios;;;REVA HEALTH S.L.;0.00;     
209453;0;25.95;3;;4005800321054;EUCERIN HIDROPROTECT FPS 50+ 1 ENVASE 50 ML;13.37;Parafarmacia;;;BEIERSDORF S.A.;0.00;     
209510;1;21.50;3;;3282770140453;KELUAL DS CHAMPU TRATANTE ESTADOS DESCAMATIVOS SEVEROS DUCRA;11.40;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;
209554;0;9.95;3;;5407008640644;CONSUELDA MAYOR BALSAMO INTENSO  1 ENVASE 30 ML;4.59;Parafarmacia;;;PRANAROM ESPAÑA S.L.U.;0.00;     
209558;0;32.50;3;;8470002095588;PARANIX ELIMIINA PIOJOS Y LIENDRES 1 ENVASE 200 ML;17.55;Parafarmacia;;;PERRIGO ESPAÑA S.A.;0.00;     
209559;0;26.50;3;;8470002095595;RELEC FOTOPROTECTOR SPF 50 CON CITRONELA 1 SPRAY 100 ML;22.48;Parafarmacia;;;PERRIGO ESPAÑA S.A.;0.00;     
209602;0;120.95;2;;5400951004037;XLS MEDICAL MULTI 7 DRINK 60 SOBRES SABOR FRUTOS ROJOS;92.81;Productos Varios;;;PERRIGO ESPAÑA S.A.;0.00;     
209611;0;11.95;3;;3664492022857;URGO CREMA DE MANOS REPARACION INTENSA MIEL  1 FRASCO 50 ML;6.13;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;     
209750;0;2.94;3;;6972698600807;TEST NASAL COMBINADO AUTODIAGNOSTICO ANTIGENOS SARS-COV-2 Y;1.55;Productos Varios;;;PHARMASUR 2000 S.L.;0.00;     
209763;2;32.33;3;;8429420245297;ISDIN FOTOULTRA REDNESS 1 FRASCO 50 ML;16.47;Parafarmacia;;;ISDIN, S.A.;0.00;     
209812;1;9.90;0;;3574661785882;NEUTROGENA FORMULA NORUEGA HIDRATACION PROFUNDA LOCION CORPO;4.62;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209813;0;21.50;3;;3574661785837;NEUTROGENA FORMULA NORUEGA HIDRATACION PROFUNDA LOCION CORPO;11.64;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209814;0;9.90;3;;3574661785875;NEUTROGENA FORMULA NORUEGA REPARACION INTENSA LOCION CORPORA;4.62;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209815;0;21.95;0;;3574661785820;NEUTROGENA FORMULA NORUEGA LOCION CORPORAL REPARACION INTENS;11.64;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209818;2;9.90;3;;3574661785899;NEUTROGENA HYDRO BOOST LOCION CORPORAL HIDRATANTE GEL 1 ENVA;4.62;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209820;-2;9.90;3;;3574661785868;NEUTROGENA HIDRATACION PROFUNDA ACEITE EN LOCION 1 ENVASE 40;4.62;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
209841;0;8.20;3;;5054563058393;PARODONTAX SIN FLUOR PASTA DENTAL  1 TUBO 75 ML;4.38;Parafarmacia;;;HALEON SPAIN S.A.;0.00;
209858;1;7.40;3;;8470001406323;CEPILLO ESPACIO INTERPROXIMAL INTERPROX PLUS MINI 6 UNIDADES;3.94;Parafarmacia;;;DENTAID S.L.;0.00;DEN-T
209917;0;6.50;0;;083078018078;CARMEX NATURALLY BALSAMO LABIAL HIDRATANTE  1 STICK 4,25 G S;2.40;Parafarmacia;;;ADENOSIN TRIFOSFATO P FARMA S.L.;0.00;     
209958;0;8.95;2;;8000036026809;THERMACARE RODILLA 2UNDS;5.30;Productos Varios;;;;0.00;
210015;0;10.60;2;;8470002100152;OPTIBEN OJOS SECOS 20 AMPOLLAS UNIDOSIS 0,25 ML;5.27;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;-    
210069;1;44.95;3;;8429420223349;ISDINCEUTICS HYALURONIC MOISTURE OILY & COMBINATION SKIN  1 ;23.65;Parafarmacia;;;ISDIN, S.A.;0.00;
210222;0;10.50;1;;3282770392180;KLORANE CHAMPU SOLIDO A LA PEONIA BIO  1 PASTILLA 80 G;0.00;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;
210255;13;13.95;2;;5900741963037;BANOFTAL OJO SECO SEVERO 1 FRASCO 10 ML MULTIDOSIS;6.65;Productos Varios;;;REVA HEALTH S.L.;0.00;     
210346;0;26.95;3;;8436589051768;MARTIDERM SPF 50+ ACTIVE (D) BODY LOTION  1 ENVASE 200 ML;14.22;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
210347;0;26.50;3;;8436589051775;MARTIDERM SPF 30 BRONZE (D) BODY SPRAY  1 ENVASE 155 ML;13.79;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
210348;0;20.10;3;;8436589051799;MARTIDERM AFTER SUN REFRESHING LOTION 1 ENVASE 400 ML;10.73;Parafarmacia;;;MARTIDERM, S.L.;0.00;     
210384;0;13.95;2;;8470002103849;ZARBEES JARABE NIÑOS EXTRA INMUNI;2.90;Dietética;;;;0.00;
210386;0;18.90;2;;8470002103863;ZARBEES JARABE ADULTO NOCHE EXTRA;7.63;Dietética;;;;0.00;
210387;0;13.95;2;;8470002103870;ZARBEES JARABE ADULTO EXTRA INMU;2.90;Dietética;;;;0.00;
210443;0;14.50;3;;8429420141599;DUO ISDINDEO COMFORT 24H UREADIN HYDRATING  1 ROLL ON 50 ML;7.82;Parafarmacia;;;ISDIN, S.A.;0.00;ETU-5
210478;0;22.25;2;;8437018976089;MENOCARE 30 CAPSULAS;14.24;Productos Varios;;;PROCARE HEALTH IBERIA S.L.;0.00;     
210578;0;12.50;3;;8470002105782;CREMA DE MAHIOU 1 ENVASE 75 ML;6.69;Parafarmacia;;;VECTEM, S.A.;0.00;-    
210643;0;18.00;3;;8429420242210;ACNIBEN EXFOLIANTE 100ML;9.75;Parafarmacia;;;;0.00;
210716;0;8.95;3;;8427426040731;VITIS ENCIAS PASTA DENTIFRICA  1 ENVASE 100 ML;0.00;Parafarmacia;;;DENTAID S.L.;0.00;
210751;0;9.95;3;;8436575922362;+LAQ HIALURONIC LIP CARE  1 BOTELLA 6 ML;4.94;Parafarmacia;;;MYRLINE S.L.;0.00;     
210767;2;18.95;2;;;NATCOLEST  30 COMPRIMIDOS;11.09;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;
210858;9;4.95;2;;4005800041921;HANSAPLAST ROZADURAS HIDROCOLOIDE TALLA UNICA 2 UNICA;2.96;Parafarmacia;;;BEIERSDORF S.A.;0.00;PIE-S
210897;0;19.95;3;;3574661388892;PACK FACIAL NG WATERGEL;10.50;Parafarmacia;;;;0.00;
210981;0;2.95;3;;8470002109810;ACOFARMA VIVERA JABON MANOS ESPUMA COCO  1 ENVASE 250 ML;1.33;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
210995;0;30.50;2;;8436589051782;MARTIDERM SUN CARE  60 CAPSULAS;17.76;Productos Varios;;;MARTIDERM, S.L.;0.00;     
211202;0;4.95;2;;3664492022277;URGO KAWAII;0.00;Productos Varios;;;;0.00;
211219;1;5.95;2;;8470002112193;TILA ALPINA 20 FILTROS 1,2 G;2.76;Productos Varios;;;J.M. CAMPESINO BILBAO, PRODUCTOS VEGETALES MI;0.00;NAT-U
211272;6;16.62;2;;8700216064743;ZZZQUIL NATURA KIDS  30 GUMMIES SABOR FRUTOS DEL BOSQUE;8.63;Parafarmacia;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;
211273;6;17.95;2;;8700216064644;ZZZQUIL NATURA FORTE  30 GUMMIES SABOR FRUTOS DEL BOSQUE;10.28;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;
211354;0;5.95;2;;8424259301091;BLACK BEE PHARMACY CARAMELOS PROPOLIS  18 CARAMELOS;2.28;Productos Varios;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
211356;0;9.95;2;;8424259301107;BLACK BEE PHARMACY SPRAY PROPOLIS  1 ENVASE 20 ML;5.08;Dietética;;;NUTRITION & SANTE IBERIA, S.L.;0.00;     
211390;0;16.95;3;;3574661591407;NEUTROGENA FORMULA NORUEGA PIES CREMA ABSORCION INMEDIATA 2;7.29;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;     
211488;3;13.70;2;;8434048358885;TOBILLERA ELASTICA PRIM AQTIVO SKIN 1 UNIDAD TALLA XL P710BG;7.39;Productos Varios;;;PRIM S.A.;0.00;     
211510;19;12.90;2;;;ZARBEES JARABE TOS GARGANTA;4.73;Dietética;;;;0.00;
211570;2;8.95;3;;8470002115705;ACOFARMA NESIRA PEINE LENDRERA PREMIUM 1 UNIDAD;3.91;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
211605;2;11.95;0;;8424730034890;IAP PHARMA EAU DE PARFUM POUR FEMME 1 ENVASE 150 ML N  89;6.20;Parafarmacia;;;IAP PHARMA PARFUMS SL;0.00;     
211606;1;11.95;0;;8424730034906;IAP PHARMA EAU DE PARFUM POUR HOMME 1 ENVASE 150 ML N  74;6.50;Parafarmacia;;;IAP PHARMA PARFUMS SL;0.00;     
211706;6;4.50;3;;4103330017468;SATIN TAPE FLUOR CINTA DENTAL MENTA 25 M;1.69;HIGIENE DENTAL;;;;0.00;DEN-T
212025;9;3.60;3;;8006540836224;DODOT AQUA PURE TOALLITAS HUMEDAS PARA BEBES  48 UNIDADES PL;1.73;Productos Varios;;;PROCTER AND GAMBLE ESPAÑA, S.A;0.00;
212205;0;18.00;3;;8436589052185;ACNIOVER RESTAURADORA;9.32;Dermofarmacia;;;;0.00;
212206;0;16.70;3;;8436589052192;ACNIOVER CREMA LIMPIADORA;9.09;Dermofarmacia;;;MARTIDERM, S.L.;0.00;
212223;0;30.50;3;;8436589052161;MARTIDERM COLLAGEN LIFT SHOT 20 ML;16.30;Productos Varios;;;;0.00;
212286;1;3.50;2;;;ALGODON ZIG-ZAG PURO ACOFAR 1 PAQUETE 200 G;1.07;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;
212441;17;9.95;2;;8436540335722;REVACOMPLEX SUEÑO GUMMIES  30 GOMINOLAS SABOR FRUTOS DEL BOS;4.36;Productos Varios;;;REVA HEALTH S.L.;0.00;
212577;0;8.95;3;;8436540337658;RS7 FISIO FORTE CREMA DE MASAJE DEPORTIVO  1 TUBO 60 ML;3.67;Dermofarmacia;;;REVA HEALTH S.L.;0.00;
212591;8;5.95;2;;4005800326097;SECOND SKIN PROTECTION REG 6UNI;2.70;Parafarmacia;;;;0.00;
212592;9;5.95;2;;4006000010083;SECOND SKIN PROTECTION XL 3UNID;2.70;Parafarmacia;;;;0.00;
212635;4;34.90;2;;8437025981007;TYROENERGY IVW 60 CAPSULAS;19.04;Dietética;;;VINABAS FORMULATIONS S.L.;0.00;
212636;3;34.90;2;;8437025981014;FEMMEBALANCE  IVW 60 CAPSULAS;20.04;Dietética;;;VINABAS FORMULATIONS S.L.;0.00;
212666;0;16.50;2;;8434048418435;MUÑEQUERA DE PULGAR AIRTEX 1 UNIDAD ONE SIZE;9.85;Productos Varios;;;PRIM S.A.;0.00;
212796;19;9.95;2;;5420008551345;DIGEST CONFORT  21 COMPRIMIDOS;4.24;Dietética;;;PRANAROM ESPAÑA S.L.U.;0.00;
212797;7;13.51;2;;5420008552991;DIGEST PROTECT  30 CAPSULAS;5.97;Dietética;;;PRANAROM ESPAÑA S.L.U.;0.00;
212798;14;9.50;2;;5420008553073;DIGEST STOP  20 CAPSULAS;5.36;Productos Varios;;;PRANAROM ESPAÑA S.L.U.;0.00;
212799;6;9.50;2;;5420008553035;DIGEST TRANSIT  10 SOBRES 6 G;5.29;Dietética;;;PRANAROM ESPAÑA S.L.U.;0.00;
212911;2;25.95;3;;4005800341106;EUCERIN SUN PROTECTION SPF 50+ OIL CONTROL TINTED  1 TUBO 50;13.12;Parafarmacia;;;BEIERSDORF S.A.;0.00;
212964;1;20.95;3;;8437000435204;MARTIDERM CREMA EXFOLIANTE CORPORAL  1 ENVASE 200 ML;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;
213262;7;6.95;3;;8427426076488;PHB MEDIO DUPLO;3.30;Productos Varios;;;;0.00;
213559;1;28.95;3;;8429420281653;FP FW MAGIC GLOW SPF30 50ML;14.91;Productos Varios;;;;0.00;
213563;3;54.95;3;;8429420243385;ISDINCEUTICS RENEW 30ML;27.56;Dermofarmacia;;;;0.00;
213625;0;22.60;3;;8429420280878;FP INVISIBLE STICK SPF50 10G TT;11.54;Productos Varios;;;;0.00;
213810;0;2.94;3;;6974246460918;TEST NASAL ALEU COVID Y GRIPE A B;1.80;Productos Varios;;;;0.00;
213873;0;31.95;3;;8429420246843;FU100 SPOT PREVENT COLOR SPF50+ 50ML;16.28;Productos Varios;;;;0.00;
214188;0;14.95;2;;8700216275323;ZZZQUIL SPRAY 30 ML;8.81;Parafarmacia;;;;0.00;
214202;0;35.95;3;;3574661780511;NG RETINOL BOOST SERUM INTENSO 30ML;17.22;Parafarmacia;;;;0.00;
214283;0;22.10;2;;;OZONEST GEL K 6ML;13.50;Productos Varios;;;;0.00;
214348;0;10.20;2;;5420008555060;AROMAFORCE OLEOBIOTIC 15 CAPSULES ES/IT;5.09;Productos Varios;;;;0.00;
214349;1;18.50;2;;5407008642181;LIBIDOGEM DESEO Y LIBIDO;11.27;Dietética;;;;0.00;
214519;0;7.95;2;;8470002145191;ZARBEES PASTILLAS 24 COM;2.81;Dietética;;;;0.00;
214796;2;5.95;3;;3574661798639;LISTERINE CUIDADO TOTAL 750ML;3.59;Parafarmacia;;;;0.00;
214902;1;31.00;2;;8430442010770;EPAPLUS ARTH COLAG POLVO TE MATCHA 30D;20.13;Parafarmacia;;;;0.00;
215214;2;31.95;3;;8429420285019;ERYFOTONA NIGHT 50ML;16.82;Parafarmacia;;;;0.00;
215233;0;29.95;3;;8429420291263;ISDIN FOTOPROTECTOR FW ALCARAZ;0.00;Parafarmacia;;;;0.00;
215502;0;65.95;3;;8429420288188;ISDINCEUTICALS RETINAL SMOOTH 50ML;32.91;Dermofarmacia;;;;0.00;
215601;12;12.50;3;;8436540335753;RINOVITEX PLUS POMADA INTRANASAL 10 G;4.62;Productos Varios;;;;0.00;
215742;0;23.95;3;;3574661801612;NG HYDRO BOOST SPF 50;10.97;Dermofarmacia;;;;0.00;
215834;3;19.95;2;;3701145601097;FEMINABIANE INTIMA 20 CAP;12.05;Parafarmacia;;;;0.00;
215839;0;54.95;3;;4005800343735;HYALURON FILLER;35.18;Parafarmacia;;;;0.00;
215899;0;64.85;3;;8436589052574;SERUM ABSOLUTE LIFT 30ML;38.64;Dermofarmacia;;;;0.00;
215900;0;64.85;3;;8436589052581;SERUM ULTIMATE ANTIOX 30ML;33.18;Dermofarmacia;;;;0.00;
215999;0;7.95;3;;8429420292956;ISDIN REPARADOR LABIAL STICK GRANATE 4G;3.92;Productos Varios;;;;0.00;
216000;2;7.95;3;;8429420292925;ISDIN REPARADOR LABIAL STICK ROJO 4G;3.92;Productos Varios;;;;0.00;
216001;4;7.95;3;;8429420292918;ISDIN REPARADOR LABIAL ROSA;3.92;Parafarmacia;;;;0.00;
216126;14;15.95;2;;8430442010909;EPAPLUS ARTH COLAG TIPO 2 30C;9.38;DIETÉTICA;;;;0.00;
216217;3;5.35;3;;3574661798653;LISTERINE MENTOL 750;3.15;Parafarmacia;;;;0.00;
216219;0;5.35;3;;3574661798660;LISTERINE MENTOL SUAVE ZERO 750ML;2.84;Productos Varios;;;;0.00;
216637;0;12.95;2;;8470002166370;DORMINATUR 30;6.71;Parafarmacia;;;;0.00;
216638;4;13.95;2;;8470002166387;DORMINATUR FORTE 30;8.05;Parafarmacia;;;;0.00;
216645;2;24.95;2;;8437024958062;ALPHA LIPOIC ACID KOBHO;14.74;Dietética;;;;0.00;
216646;4;26.95;2;;8437024958079;ASTAXANTHIN + COQ10 KOBHO;15.33;Productos Varios;;;;0.00;
216647;4;23.95;2;;8437024958093;COLLAGEN KOBHO;13.56;Productos Varios;;;;0.00;
216649;2;26.95;2;;8437024958024;CURCUMA + BLACK PEPPER KOBHO;15.32;Dietética;;;;0.00;
216650;3;24.97;2;;8437024958017;BIOTIN + KERATIN KOBHO;14.15;Dietética;;;;0.00;
216652;3;18.98;2;;8437024958031;MELATONIN + L TRTPTOPHAN;10.60;Dietética;;;;0.00;
216653;4;25.50;2;;8437024958048;OMEGA 3 KOBHO;14.74;Dietética;;;HOLLISTER IBERICA, S.A.;0.00;-    
216654;10;25.95;2;;8437024958055;PRE-POST PROBIOTIC KOBHO;14.74;Dietética;;;;0.00;
216656;4;32.95;2;;8437024958000;TRANS RESVERATROL KOBHO;18.88;Dietética;;;;0.00;
216888;0;17.95;3;;3574661806068;NG DUPLO LIMP WATER GEL 200ML;8.35;Dermofarmacia;;;;0.00;
216969;6;16.95;2;;5420008558252;AROMABOOST INMUNITY PRANAROM 60 CAPS;9.08;Productos Varios;;;;0.00;
216970;6;16.95;2;;5420008558269;AROMABOOST DETOX PRANAROM 60 CAPSULAS;9.08;Productos Varios;;;;0.00;
216971;3;16.95;2;;5420008558245;AROMABOOST ENERGY PRANAROM 60 CAP;8.21;Productos Varios;;;;0.00;
216972;5;16.95;2;;5420008558221;AROMABOOST SLEEP 60 CAPS;8.21;Dietética;;;;0.00;
216973;4;16.95;2;;5420008558276;AROMABOOST FOCUS PRANAROM 60 CAPSULAS;8.21;Productos Varios;;;;0.00;
216974;3;16.95;2;;5420008558238;AROMABOOST RELAX 60;8.21;Dietética;;;;0.00;
217100;5;10.95;3;;8700216598156;ZZZ TIRAS NASALES;5.07;Productos Varios;;;;0.00;
217228;2;38.85;2;;8430442010534;EPAPLUS COLAG HUESOS 30DX2;23.76;Productos Varios;;;;0.00;
217231;6;32.95;2;;8430442010213;EPAPLUS COLAG VAINILLA X2;19.88;Productos Varios;;;;0.00;
217234;0;19.95;3;;8700216526074;CLEARBLUE DUPLO T EMBARA D ULTR I SEM 2U;0.00;Parafarmacia;;;;0.00;
217235;0;13.95;1;;8700216526067;CLEARBLUE ANALOGICO 6 DIAS ANTES 2 UDS;5.08;Parafarmacia;;;;0.00;
217249;0;86.95;3;;8436589053489;EPIGENCE EXPERT REAIR NIGHT 50 ML;46.70;Productos Varios;;;;0.00;
217701;6;15.95;2;;8700216545990;ZZZ SUEÑO 28 COMP;8.00;Productos Varios;;;;0.00;
217739;0;12.95;3;;8424730037853;LATA 150ML FLORAL BERGAMOTE ;6.60;Productos Varios;;;;0.00;
217740;1;12.95;1;;8424730037044;LATA 150ML FLORAL PHARMA VERVEINE;6.60;Productos Varios;;;;0.00;
217741;1;12.95;3;;8424730037839;LATA 150ML FLORAL PHARMA ORANGE ;6.60;Productos Varios;;;;0.00;
217742;1;12.95;3;;8424730037037;LATA 150ML FLORAL PHARMA MANDARINE;6.60;Productos Varios;;;;0.00;
217743;1;12.95;3;;8424730037020;LATA 150ML FLORAL PHARMA CITRON ;6.60;Productos Varios;;;;0.00;
218011;1;28.95;3;;8429420307247;ISDIN FOTOPROTECTOR FUSION WATER GLOW SPF50 50ML;14.91;Productos Varios;;;;0.00;
218812;2;25.95;3;;4005800357343;HYDRO PROTECT LIGHT 50+;13.37;Parafarmacia;;;;0.00;
218813;3;25.95;3;;4005800357404;HYDRO PROTECT TEINTE 50+;13.37;Parafarmacia;;;;0.00;
218925;0;28.25;2;;4046719423330;MUÑEQUERA DEPORTIVA FUTURO VELCRO SPORT 1 UNIDAD TALLA S M;12.87;Productos Varios;;;3M ESPAÑA S.L.;0.00;-    
219038;1;24.95;3;;8436589052505;MARTIDERM SPF50 ACTIVED HYDRA GEL;12.58;Productos Varios;;;;0.00;
219073;1;16.45;3;;8434048503384;COMFORGEL PLANTILLA LARGOS PASEOS TS;7.54;Parafarmacia;;;;0.00;
219074;2;19.95;3;;8434048503377;COMFORGEL PLANTILLA LARGOS PASEOS L;10.06;Parafarmacia;;;;0.00;
219766;0;25.95;3;;8470002197664;ISDIN HYDRATION UREADIN LOTION 10  1 ENVASE 1000 ML;10.29;Parafarmacia;;;ISDIN, S.A.;0.00;ETU-6
219942;5;30.45;3;;8429420311404;FUSION WATER MAGIC GLOW SPF30 200ML;16.26;Productos Varios;;;;0.00;
221040;0;2.50;3;;8410520045498;INDASEC TOALLITAS INTIMAS  20 TOALLITAS;1.17;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;-    
224320;6;2.50;3;;8412122243203;PEINE MINI HOMBRE BATIDOR BETER;1.02;Productos Varios;;;;0.00;
226139;0;8.95;3;;8430321006399;INTERAPOTHEK GEL HIDRATANTE PURO ALOE VERA 250 ML;3.06;Producto Nuevo;;;;0.00;     
227181;0;4.95;3;;8435058417487;TAPONES OIDOS CERA JOYA 8 UNIDADES;2.03;Productos Varios;;;JOSE MESTRE S.A.;0.00;-    
228163;1;17.95;3;;8431602001133;RHINODOUCHE SAL 40 SOBRES 5 G;9.49;Productos Varios;;;INMUNOTEK S.L.;0.00;VAR- 
229831;1;10.50;2;;8413853720001;COMPEED AMPOLLAS HIDROCOLOIDE TALLA MEDIANA 5 UNIDADES;6.22;Parafarmacia;;;HRA PHARMA IBERIA S.L.;0.00;EB0-4
232357;1;15.95;2;;3663555002171;COMPEED HERPES LABIAL  15 PARCHES;9.33;Parafarmacia;;;HRA PHARMA IBERIA S.L.;0.00;EB0-4
234344;0;1.00;3;;8470002343443;ENVASE DE RECOGIDA DE MUESTRAS APOSAN 1 UNIDAD 100 ML;0.30;Productos Varios;;;GRUPO COFARES;0.00;EB---
234401;1;4.50;2;;8470009622411;HERMESETAS ORIGINAL SACARINA 300 COMPRIMIDOS;2.36;Productos Varios;;;PIERRE FABRE IBERICA S.A.;0.00;EB0-5
234427;1;11.50;2;;8470009622589;HERMESETAS ORIGINAL SACARINA 1200 COMPRIMIDOS;6.43;Productos Varios;;;PIERRE FABRE IBERICA S.A.;0.00;EB0-5
235242;0;4.50;2;;8470002352421;SUITA LIQUIDA SACARINA 1 ENVASE 24 ML;2.60;Productos Varios;;;IONFARMA S.L.U.;0.00;EST-5
